"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-32.36-intel-s-cloud.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output dstatoutput_load_gen_again.csv",,,,"Date:","17 Oct 2019 12:50:09 MDT"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","77","78","79","int","csw","used","free","lis","act","syn","tim","clo"
17-10 13:44:19,0,0.063,99.937,0,0,613314560,65193672704,191033344,1238900736,0,1138688,0,258,371,719,0,0,0,342,214,0,3221221376,6,8,0,0,0
17-10 13:44:20,0,0.125,99.875,0,0,613314560,65193672704,191033344,1238900736,0,0,0,0,546,622,0,0,0,69,105,0,3221221376,6,8,0,0,0
17-10 13:44:21,0,0.063,99.937,0,0,613314560,65193672704,191033344,1238900736,0,0,0,0,425,606,0,0,0,59,96,0,3221221376,6,8,0,0,0
17-10 13:44:22,0,0.125,99.875,0,0,613314560,65193672704,191033344,1238900736,0,0,0,0,306,606,0,0,0,58,102,0,3221221376,6,8,0,0,0
17-10 13:44:23,0,0.125,99.875,0,0,613314560,65193672704,191033344,1238900736,0,81920,0,4,485,606,0,0,0,99,158,0,3221221376,6,8,0,0,0
17-10 13:44:24,0.062,0.062,99.875,0,0,613314560,65193672704,191033344,1238900736,0,0,0,0,186,724,0,0,0,58,97,0,3221221376,6,8,0,0,0
17-10 13:44:25,0,0.063,99.937,0,0,613314560,65193672704,191033344,1238900736,0,0,0,0,1144,1704,0,0,0,72,107,0,3221221376,6,8,0,0,0
17-10 13:44:26,0.062,0.062,99.875,0,0,613314560,65193672704,191033344,1238900736,0,0,0,0,246,606,0,0,0,74,115,0,3221221376,6,8,0,0,0
17-10 13:44:27,0,0.125,99.875,0,0,613314560,65193672704,191033344,1238900736,0,0,0,0,425,606,0,0,0,74,127,0,3221221376,6,8,0,0,0
17-10 13:44:28,0,0.063,99.937,0,0,613314560,65193672704,191033344,1238900736,0,0,0,0,640,606,0,0,0,66,104,0,3221221376,6,8,0,0,0
17-10 13:44:29,0.062,0.062,99.813,0.062,0,613314560,65193672704,191033344,1238900736,0,24576,0,4,1153,606,0,0,0,80,118,0,3221221376,6,8,0,0,0
17-10 13:44:30,0,0.063,99.937,0,0,613314560,65193672704,191033344,1238900736,0,0,0,0,366,622,0,0,0,59,97,0,3221221376,6,8,0,0,0
17-10 13:44:31,0.062,0.062,99.875,0,0,613314560,65193672704,191033344,1238900736,0,0,0,0,425,606,0,0,0,74,127,0,3221221376,6,8,0,0,0
17-10 13:44:32,0,0.125,99.875,0,0,613314560,65193672704,191033344,1238900736,0,0,0,0,854,606,0,0,0,70,109,0,3221221376,6,8,0,0,0
17-10 13:44:33,0,0.063,99.937,0,0,613314560,65193672704,191033344,1238900736,0,0,0,0,828,606,0,0,0,78,117,0,3221221376,6,8,0,0,0
17-10 13:44:34,0.062,0.062,99.875,0,0,613314560,65193672704,191033344,1238900736,0,0,0,0,306,666,0,0,0,59,97,0,3221221376,6,8,0,0,0
17-10 13:44:35,0,0.125,99.875,0,0,613310464,65193672704,191033344,1238904832,0,24576,0,4,611,708,0,0,0,85,144,0,3221221376,6,8,0,0,0
17-10 13:44:36,0,0.063,99.937,0,0,613310464,65193672704,191033344,1238904832,0,0,0,0,426,682,0,0,0,62,97,0,3221221376,6,8,0,0,0
17-10 13:44:37,0.062,0.062,99.875,0,0,613310464,65193672704,191033344,1238904832,0,0,0,0,760,606,0,0,0,63,101,0,3221221376,6,8,0,0,0
17-10 13:44:38,0,0.125,99.875,0,0,613310464,65193672704,191033344,1238904832,0,0,0,0,126,606,0,0,0,54,93,0,3221221376,6,8,0,0,0
17-10 13:44:39,0,0.063,99.937,0,0,613310464,65193672704,191033344,1238904832,0,0,0,0,305,606,0,0,0,73,127,0,3221221376,6,8,0,0,0
17-10 13:44:40,0,0.063,99.937,0,0,613310464,65193672704,191033344,1238904832,0,65536,0,8,426,606,0,0,0,75,112,0,3221221376,6,8,0,0,0
17-10 13:44:41,0.062,0.125,99.813,0,0,613310464,65193672704,191033344,1238904832,0,0,0,0,545,622,0,0,0,60,95,0,3221221376,6,8,0,0,0
17-10 13:44:42,0,0.063,99.937,0,0,613310464,65193672704,191033344,1238904832,0,0,0,0,426,606,0,0,0,60,93,0,3221221376,6,8,0,0,0
17-10 13:44:43,0.062,0.062,99.875,0,0,613310464,65193672704,191033344,1238904832,0,0,0,0,365,606,0,0,0,81,131,0,3221221376,6,8,0,0,0
17-10 13:44:44,0,0.125,99.875,0,0,613310464,65193672704,191033344,1238904832,0,0,0,0,821,606,0,0,0,71,105,0,3221221376,6,8,0,0,0
17-10 13:44:45,0,0.063,99.937,0,0,613310464,65193672704,191033344,1238904832,0,0,0,0,245,606,0,0,0,56,96,0,3221221376,6,8,0,0,0
17-10 13:44:46,0,0.063,99.937,0,0,613310464,65193672704,191033344,1238904832,0,24576,0,4,306,606,0,0,0,66,105,0,3221221376,6,8,0,0,0
17-10 13:44:47,0.062,0.125,99.813,0,0,613310464,65193672704,191033344,1238904832,0,0,0,0,485,622,0,0,0,77,133,0,3221221376,6,8,0,0,0
17-10 13:44:48,0,0.063,99.937,0,0,613310464,65193672704,191033344,1238904832,0,0,0,0,426,606,0,0,0,79,109,0,3221221376,6,8,0,0,0
17-10 13:44:49,0,0.063,99.937,0,0,613310464,65193672704,191033344,1238904832,0,0,0,0,485,606,0,0,0,59,97,0,3221221376,6,8,0,0,0
17-10 13:44:50,0.062,0.125,99.813,0,0,613310464,65193672704,191033344,1238904832,0,8192,0,2,366,606,0,0,0,62,96,0,3221221376,6,8,0,0,0
17-10 13:44:51,0,0.063,99.937,0,0,613310464,65193672704,191033344,1238904832,0,0,0,0,425,622,0,0,0,80,135,0,3221221376,6,8,0,0,0
17-10 13:44:52,0,0.062,99.875,0.062,0,613310464,65193672704,191033344,1238904832,0,24576,0,4,581,708,0,0,0,72,115,0,3221221376,6,8,0,0,0
17-10 13:44:53,0.062,0.125,99.813,0,0,613310464,65193672704,191033344,1238904832,0,0,0,0,1203,1720,0,0,0,84,112,0,3221221376,6,8,0,0,0
17-10 13:44:54,0,0.063,99.937,0,0,613310464,65193672704,191033344,1238904832,0,0,0,0,306,606,0,0,0,57,93,0,3221221376,6,8,0,0,0
17-10 13:44:55,0.062,0.062,99.875,0,0,613310464,65193672704,191033344,1238904832,0,81920,0,16,605,672,0,0,0,84,130,0,3221221376,6,8,0,0,0
17-10 13:44:56,0,0.125,99.875,0,0,613310464,65193672704,191033344,1238904832,0,0,0,0,761,622,0,0,0,82,113,0,3221221376,6,8,0,0,0
17-10 13:44:57,0,0.062,99.938,0,0,613310464,65193672704,191033344,1238904832,0,0,0,0,647,672,0,0,0,63,97,0,3221221376,6,8,0,0,0
17-10 13:44:58,0,0.063,99.937,0,0,613310464,65193672704,191033344,1238904832,0,24576,0,4,246,606,0,0,0,65,103,0,3221221376,6,8,0,0,0
17-10 13:44:59,0,0.125,99.875,0,0,613302272,65193680896,191033344,1238904832,0,0,0,0,939,622,0,0,0,84,135,0,3221221376,6,8,0,0,0
17-10 13:45:00,0.062,0.062,99.875,0,0,613302272,65193680896,191033344,1238904832,0,0,0,0,486,606,0,0,0,62,96,0,3221221376,6,8,0,0,0
17-10 13:45:01,0.063,0.125,99.812,0,0,613302272,65193680896,191033344,1238904832,0,0,0,0,425,606,0,0,0,114,159,0,3221221376,6,8,0,0,0
17-10 13:45:02,0,0.062,99.938,0,0,613064704,65193918464,191033344,1238904832,0,0,0,0,975,606,0,0,0,72,123,0,3221221376,6,8,0,0,0
17-10 13:45:03,0,0.125,99.812,0.063,0,613064704,65193918464,191033344,1238904832,0,507904,0,92,1043,606,0,0,0,157,221,0,3221221376,6,8,0,0,0
17-10 13:45:04,0.062,0.062,99.875,0,0,613064704,65193918464,191033344,1238904832,0,0,0,0,606,622,0,0,0,75,113,0,3221221376,6,8,0,0,0
17-10 13:45:05,0,0.063,99.937,0,0,613064704,65193918464,191033344,1238904832,0,0,0,0,365,606,0,0,0,58,100,0,3221221376,6,8,0,0,0
17-10 13:45:06,0.062,0.062,99.875,0,0,613052416,65193926656,191033344,1238908928,0,0,0,0,581,606,0,0,0,60,107,0,3221221376,6,8,0,0,0
17-10 13:45:07,0,0.063,99.937,0,0,613052416,65193926656,191033344,1238908928,0,0,0,0,820,606,0,0,0,82,137,0,3221221376,6,8,0,0,0
17-10 13:45:08,0,0.125,99.875,0,0,613052416,65193926656,191033344,1238908928,0,0,0,0,426,666,0,0,0,60,93,0,3221221376,6,8,0,0,0
17-10 13:45:09,0.063,0.063,99.875,0,0,613052416,65193926656,191033344,1238908928,0,65536,0,6,665,606,0,0,0,73,109,0,3221221376,6,8,0,0,0
17-10 13:45:10,0,0.062,99.938,0,0,613052416,65193926656,191033344,1238908928,0,0,0,0,426,622,0,0,0,61,99,0,3221221376,6,8,0,0,0
17-10 13:45:11,0.062,0.062,99.875,0,0,613052416,65193926656,191033344,1238908928,0,0,0,0,305,606,0,0,0,75,134,0,3221221376,6,8,0,0,0
17-10 13:45:12,0,0.063,99.937,0,0,613052416,65193926656,191033344,1238908928,0,0,0,0,126,606,0,0,0,55,95,0,3221221376,6,8,0,0,0
17-10 13:45:13,0.062,0.125,99.813,0,0,613052416,65193926656,191033344,1238908928,0,0,0,0,365,606,0,0,0,69,107,0,3221221376,6,8,0,0,0
17-10 13:45:14,0,0.062,99.938,0,0,613052416,65193926656,191033344,1238908928,0,0,0,0,366,606,0,0,0,56,87,0,3221221376,6,8,0,0,0
17-10 13:45:15,0,0.063,99.875,0.063,0,613052416,65193926656,191033344,1238908928,0,24576,0,4,425,606,0,0,0,84,137,0,3221221376,6,8,0,0,0
17-10 13:45:16,0.062,0.125,99.813,0,0,613052416,65193926656,191033344,1238908928,0,0,0,0,581,622,0,0,0,65,102,0,3221221376,6,8,0,0,0
17-10 13:45:17,0,0.063,99.937,0,0,613052416,65193926656,191033344,1238908928,0,0,0,0,665,606,0,0,0,62,95,0,3221221376,6,8,0,0,0
17-10 13:45:18,0,0.063,99.937,0,0,613052416,65193926656,191033344,1238908928,0,0,0,0,641,606,0,0,0,64,99,0,3221221376,6,8,0,0,0
17-10 13:45:19,0.062,0.062,99.875,0,0,613052416,65193926656,191033344,1238908928,0,0,0,0,485,606,0,0,0,77,129,0,3221221376,6,8,0,0,0
17-10 13:45:20,0,0.062,99.938,0,0,613052416,65193926656,191033344,1238908928,0,0,0,0,366,768,0,0,0,63,101,0,3221221376,6,8,0,0,0
17-10 13:45:21,0.062,0.125,99.812,0,0,613052416,65193926656,191033344,1238908928,0,32768,0,6,886,1704,0,0,0,84,117,0,3221221376,6,8,0,0,0
17-10 13:45:22,0,0.062,99.938,0,0,613052416,65193926656,191033344,1238908928,0,0,0,0,306,682,0,0,0,64,95,0,3221221376,6,8,0,0,0
17-10 13:45:23,0.062,0.062,99.875,0,0,613052416,65193926656,191033344,1238908928,0,0,0,0,545,666,0,0,0,89,141,0,3221221376,6,8,0,0,0
17-10 13:45:24,0,0.063,99.937,0,0,613052416,65193926656,191033344,1238908928,0,0,0,0,126,606,0,0,0,55,95,0,3221221376,6,8,0,0,0
17-10 13:45:25,0.062,0.062,99.875,0,0,613052416,65193926656,191033344,1238908928,0,0,0,0,901,834,0,0,0,98,126,0,3221221376,6,8,0,0,0
17-10 13:45:26,0.062,0.125,99.750,0.062,0,612917248,65194061824,191033344,1238908928,0,24576,0,4,246,606,0,0,0,78,128,0,3221221376,6,8,0,0,0
17-10 13:45:27,0,0.062,99.938,0,0,612917248,65194061824,191033344,1238908928,0,0,0,0,425,622,0,0,0,83,129,0,3221221376,6,8,0,0,0
17-10 13:45:28,0.062,0.062,99.875,0,0,612917248,65194061824,191033344,1238908928,0,0,0,0,486,606,0,0,0,75,95,0,3221221376,6,8,0,0,0
17-10 13:45:29,0,0.063,99.937,0,0,612917248,65194061824,191033344,1238908928,0,0,0,0,940,606,0,0,0,88,104,0,3221221376,6,8,0,0,0
17-10 13:45:30,0,0.063,99.937,0,0,612917248,65194061824,191033344,1238908928,0,0,0,0,306,606,0,0,0,84,95,0,3221221376,6,8,0,0,0
17-10 13:45:31,0,0.125,99.875,0,0,612917248,65194061824,191033344,1238908928,0,98304,0,18,365,606,0,0,0,103,130,0,3221221376,6,8,0,0,0
17-10 13:45:32,0.063,0.063,99.875,0,0,612917248,65194061824,191033344,1238908928,0,24576,0,4,760,622,0,0,0,79,115,0,3221221376,6,8,0,0,0
17-10 13:45:33,0.062,0.062,99.875,0,0,612917248,65194061824,191033344,1238908928,0,0,0,0,1496,622,0,0,0,92,127,0,3221221376,6,8,0,0,0
17-10 13:45:34,0,0.125,99.875,0,0,612917248,65194061824,191033344,1238908928,0,0,0,0,306,606,0,0,0,56,91,0,3221221376,6,8,0,0,0
17-10 13:45:35,0,0.063,99.937,0,0,612917248,65194061824,191033344,1238908928,0,0,0,0,699,606,0,0,0,87,142,0,3221221376,6,8,0,0,0
17-10 13:45:36,0.062,0.062,99.875,0,0,612917248,65194061824,191033344,1238908928,0,16384,0,4,830,606,0,0,0,74,109,0,3221221376,6,8,0,0,0
17-10 13:45:37,0,0.063,99.937,0,0,612913152,65194061824,191033344,1238913024,0,0,0,0,365,622,0,0,0,69,105,0,3221221376,6,8,0,0,0
17-10 13:45:38,0.062,0.062,99.875,0,0,612913152,65194061824,191033344,1238913024,0,65536,0,6,366,606,0,0,0,63,103,0,3221221376,6,8,0,0,0
17-10 13:45:39,0,0.125,99.875,0,0,612913152,65194061824,191033344,1238913024,0,0,0,0,545,622,0,0,0,77,129,0,3221221376,6,8,0,0,0
17-10 13:45:40,0,0.062,99.938,0,0,612913152,65194061824,191033344,1238913024,0,0,0,0,881,606,0,0,0,69,101,0,3221221376,6,8,0,0,0
17-10 13:45:41,0,0.063,99.937,0,0,612913152,65194061824,191033344,1238913024,0,0,0,0,485,606,0,0,0,60,96,0,3221221376,6,8,0,0,0
17-10 13:45:42,0.062,0.125,99.813,0,0,612913152,65194061824,191033344,1238913024,0,0,0,0,366,606,0,0,0,60,99,0,3221221376,6,8,0,0,0
17-10 13:45:43,0,0.063,99.937,0,0,612913152,65194061824,191033344,1238913024,0,0,0,0,365,606,0,0,0,87,139,0,3221221376,6,8,0,0,0
17-10 13:45:44,0.062,0.062,99.813,0.062,0,612913152,65194061824,191033344,1238913024,0,24576,0,4,246,606,0,0,0,66,107,0,3221221376,6,8,0,0,0
17-10 13:45:45,0,0.125,99.875,0,0,612913152,65194061824,191033344,1238913024,0,0,0,0,365,622,0,0,0,53,85,0,3221221376,6,8,0,0,0
17-10 13:45:46,0,0.062,99.938,0,0,612913152,65194061824,191033344,1238913024,0,0,0,0,546,606,0,0,0,63,95,0,3221221376,6,8,0,0,0
17-10 13:45:47,0.062,0.062,99.875,0,0,612913152,65194061824,191033344,1238913024,0,0,0,0,365,606,0,0,0,74,129,0,3221221376,6,8,0,0,0
17-10 13:45:48,0,0.063,99.937,0,0,612913152,65194061824,191033344,1238913024,0,0,0,0,641,708,0,0,0,65,103,0,3221221376,6,8,0,0,0
17-10 13:45:49,0.062,0.062,99.875,0,0,612913152,65194061824,191033344,1238913024,0,0,0,0,569,1894,0,0,0,62,93,0,3221221376,6,8,0,0,0
17-10 13:45:50,0,0.125,99.875,0,0,612913152,65194061824,191033344,1238913024,0,24576,0,4,366,606,0,0,0,67,103,0,3221221376,6,8,0,0,0
17-10 13:45:51,0,0.063,99.937,0,0,612913152,65194061824,191033344,1238913024,0,0,0,0,305,622,0,0,0,73,127,0,3221221376,6,8,0,0,0
17-10 13:45:52,0.062,0.062,99.875,0,0,612913152,65194061824,191033344,1238913024,0,8192,0,2,66,606,0,0,0,63,101,0,3221221376,6,8,0,0,0
17-10 13:45:53,0,0.125,99.875,0,0,612913152,65194061824,191033344,1238913024,0,0,0,0,365,622,0,0,0,64,105,0,3221221376,6,8,0,0,0
17-10 13:45:54,0.062,0.062,99.875,0,0,612913152,65194061824,191033344,1238913024,0,0,0,0,486,606,0,0,0,60,93,0,3221221376,6,8,0,0,0
17-10 13:45:55,1.755,0.690,97.555,0,0,624582656,65182396416,191033344,1238917120,0,49152,0,6,5424,5434,0,0,0,947,955,0,3221221376,6,9,0,0,0
17-10 13:45:56,16.015,1.304,82.682,0,0,685506560,65121468416,191033344,1238921216,0,0,0,0,1455,1806,0,0,0,1117,15776,0,3221221376,6,10,0,0,0
17-10 13:45:57,0.812,0.125,99.063,0,0,690237440,65116737536,191033344,1238921216,0,720896,0,152,4826,3769,0,13,2,249,795,0,3221221376,10,10,0,0,0
17-10 13:45:58,0,0.063,99.937,0,0,690237440,65116737536,191033344,1238921216,0,0,0,0,246,638,0,0,0,78,144,0,3221221376,10,10,0,0,0
17-10 13:45:59,0.062,0.125,99.813,0,0,690237440,65116737536,191033344,1238921216,0,0,0,0,365,606,0,0,0,94,173,0,3221221376,10,10,0,0,0
17-10 13:46:00,0,0.063,99.937,0,0,690237440,65116737536,191033344,1238921216,0,0,0,0,813,836,0,1,0,90,151,0,3221221376,10,10,0,0,0
17-10 13:46:01,0,0.125,99.813,0.062,0,690110464,65116864512,191033344,1238921216,0,163840,0,8,305,614,0,0,0,90,155,0,3221221376,10,10,0,0,0
17-10 13:46:02,0.062,0.062,99.875,0,0,690110464,65116864512,191033344,1238921216,0,0,0,0,306,622,0,0,0,97,169,0,3221221376,10,10,0,0,0
17-10 13:46:03,0,0.125,99.875,0,0,690110464,65116864512,191033344,1238921216,0,0,0,0,1274,836,0,1,0,123,229,0,3221221376,10,10,0,0,0
17-10 13:46:04,0.062,0.062,99.875,0,0,690110464,65116864512,191033344,1238921216,0,0,0,0,246,614,0,0,0,78,139,0,3221221376,10,10,0,0,0
17-10 13:46:05,0,0.062,99.938,0,0,690110464,65116864512,191033344,1238921216,0,0,0,0,1060,606,0,0,0,90,142,0,3221221376,10,10,0,0,0
17-10 13:46:06,0,0.063,99.937,0,0,690110464,65116864512,191033344,1238921216,0,32768,0,4,760,606,0,0,0,92,150,0,3221221376,10,10,0,0,0
17-10 13:46:07,0.062,0.062,99.875,0,0,690110464,65116864512,191033344,1238921216,0,0,0,0,777,852,0,1,0,107,177,0,3221221376,10,10,0,0,0
17-10 13:46:08,0,0.125,99.875,0,0,690106368,65116864512,191033344,1238925312,0,0,0,0,641,614,0,0,0,96,173,0,3221221376,10,10,0,0,0
17-10 13:46:09,0.062,0.062,99.875,0,0,690106368,65116864512,191033344,1238925312,0,0,0,0,880,606,0,0,0,82,140,0,3221221376,10,10,0,0,0
17-10 13:46:10,0,0.063,99.937,0,0,690106368,65116864512,191033344,1238925312,0,0,0,0,813,836,0,1,0,91,147,0,3221221376,10,10,0,0,0
17-10 13:46:11,0,0.063,99.937,0,0,690106368,65116864512,191033344,1238925312,0,0,0,0,785,614,0,0,0,124,199,0,3221221376,10,10,0,0,0
17-10 13:46:12,0.062,0.062,99.812,0.062,0,690106368,65116864512,191033344,1238925312,0,65536,0,6,186,606,0,0,0,106,153,0,3221221376,10,10,0,0,0
17-10 13:46:13,0,0.125,99.875,0,0,690106368,65116864512,191033344,1238925312,0,0,0,0,657,852,0,1,0,136,202,0,3221221376,10,10,0,0,0
17-10 13:46:14,0.062,0.062,99.875,0,0,690233344,65116737536,191033344,1238925312,0,0,0,0,126,614,0,0,0,91,139,0,3221221376,10,10,0,0,0
17-10 13:46:15,0,0.063,99.937,0,0,690233344,65116737536,191033344,1238925312,0,0,0,0,425,606,0,0,0,96,169,0,3221221376,10,10,0,0,0
17-10 13:46:16,0,0.125,99.875,0,0,690233344,65116737536,191033344,1238925312,0,0,0,0,186,708,0,0,0,78,141,0,3221221376,10,10,0,0,0
17-10 13:46:17,0,0.125,99.875,0,0,690233344,65116737536,191033344,1238925312,0,0,0,0,801,1994,0,1,0,84,183,0,3221221376,10,10,0,0,0
17-10 13:46:18,0,0.063,99.937,0,0,690233344,65116737536,191033344,1238925312,0,24576,0,4,606,614,0,0,0,93,147,0,3221221376,10,10,0,0,0
17-10 13:46:19,0.062,0.062,99.875,0,0,690233344,65116737536,191033344,1238925312,0,0,0,0,305,726,0,0,0,106,179,0,3221221376,10,10,0,0,0
17-10 13:46:20,0,0.125,99.875,0,0,690233344,65116737536,191033344,1238925312,0,0,0,0,358,836,0,1,0,83,167,0,3221221376,10,10,0,0,0
17-10 13:46:21,0.062,0.062,99.875,0,0,690233344,65116737536,191033344,1238925312,0,0,0,0,640,614,0,0,0,84,143,0,3221221376,10,10,0,0,0
17-10 13:46:22,0,0.062,99.938,0,0,690233344,65116737536,191033344,1238925312,0,0,0,0,461,606,0,0,0,81,141,0,3221221376,10,10,0,0,0
17-10 13:46:23,0,0.125,99.875,0,0,690233344,65116737536,191033344,1238925312,0,0,0,0,537,836,0,1,0,110,217,0,3221221376,10,10,0,0,0
17-10 13:46:24,0,0.063,99.937,0,0,690233344,65116737536,191033344,1238925312,0,24576,0,4,581,614,0,0,0,98,160,0,3221221376,10,10,0,0,0
17-10 13:46:25,0.063,0.063,99.875,0,0,690622464,65116348416,191033344,1238925312,0,0,0,0,431,754,0,0,0,105,163,0,3221221376,10,10,0,0,0
17-10 13:46:26,0,0.125,99.875,0,0,690622464,65116348416,191033344,1238925312,0,0,0,0,306,606,0,0,0,95,154,0,3221221376,10,10,0,0,0
17-10 13:46:27,0.062,0.062,99.875,0,0,690614272,65116356608,191033344,1238925312,0,32768,0,4,537,836,0,1,0,104,201,0,3221221376,10,10,0,0,0
17-10 13:46:28,0,0.062,99.938,0,0,690614272,65116356608,191033344,1238925312,0,0,0,0,288,696,0,0,0,85,141,0,3221221376,10,10,0,0,0
17-10 13:46:29,0,0.125,99.875,0,0,690614272,65116356608,191033344,1238925312,0,0,0,0,245,606,0,0,0,77,137,0,3221221376,10,10,0,0,0
17-10 13:46:30,0.125,0.062,99.750,0.062,0,690614272,65116356608,191033344,1238925312,0,32768,0,4,478,836,0,1,0,94,203,0,3221221376,10,10,0,0,0
17-10 13:46:31,0,0.063,99.937,0,0,690614272,65116356608,191033344,1238925312,0,0,0,0,425,630,0,0,0,98,171,0,3221221376,10,10,0,0,0
17-10 13:46:32,0,0.125,99.875,0,0,690614272,65116356608,191033344,1238925312,0,0,0,0,581,606,0,0,0,83,143,0,3221221376,10,10,0,0,0
17-10 13:46:33,0.062,0.125,99.812,0,0,690614272,65116356608,191033344,1238925312,0,122880,0,26,880,836,0,1,0,119,241,0,3221221376,10,10,0,0,0
17-10 13:46:34,0,0.063,99.937,0,0,690614272,65116356608,191033344,1238925312,0,0,0,0,306,630,0,0,0,79,142,0,3221221376,10,10,0,0,0
17-10 13:46:35,0.062,0.062,99.875,0,0,690614272,65116356608,191033344,1238925312,0,0,0,0,425,606,0,0,0,96,176,0,3221221376,10,10,0,0,0
17-10 13:46:36,0,0.063,99.937,0,0,690614272,65116356608,191033344,1238925312,0,32768,0,4,820,606,0,0,0,97,155,0,3221221376,10,10,0,0,0
17-10 13:46:37,0,0.063,99.937,0,0,690614272,65116356608,191033344,1238925312,0,0,0,0,1145,852,0,1,0,93,175,0,3221221376,10,10,0,0,0
17-10 13:46:38,0.062,0.125,99.813,0,0,690610176,65116356608,191033344,1238929408,0,0,0,0,366,614,0,0,0,80,142,0,3221221376,10,10,0,0,0
17-10 13:46:39,0,0.063,99.937,0,0,690610176,65116356608,191033344,1238929408,0,0,0,0,699,606,0,0,0,101,175,0,3221221376,10,10,0,0,0
17-10 13:46:40,0.062,0.062,99.875,0,0,690610176,65116356608,191033344,1238929408,0,0,0,0,632,836,0,1,0,82,193,0,3221221376,10,10,0,0,0
17-10 13:46:41,0,0.125,99.875,0,0,690610176,65116356608,191033344,1238929408,0,0,0,0,245,614,0,0,0,125,157,0,3221221376,10,10,0,0,0
17-10 13:46:42,0,0.062,99.875,0.062,0,690610176,65116356608,191033344,1238929408,0,65536,0,6,426,606,0,0,0,91,153,0,3221221376,10,10,0,0,0
17-10 13:46:43,0.062,0.125,99.813,0,0,690610176,65116356608,191033344,1238929408,0,0,0,0,932,852,0,1,0,119,222,0,3221221376,10,10,0,0,0
17-10 13:46:44,0.062,0.062,99.875,0,0,690610176,65116356608,191033344,1238929408,0,0,0,0,647,716,0,0,0,80,145,0,3221221376,10,10,0,0,0
17-10 13:46:45,0,0.063,99.937,0,0,690610176,65116356608,191033344,1238929408,0,0,0,0,449,1704,0,0,0,81,138,0,3221221376,10,10,0,0,0
17-10 13:46:46,0,0.063,99.937,0,0,690610176,65116356608,191033344,1238929408,0,0,0,0,306,606,0,0,0,79,137,0,3221221376,10,10,0,0,0
17-10 13:46:47,0.062,0.125,99.813,0,0,690610176,65116356608,191033344,1238929408,0,0,0,0,777,836,0,1,0,106,182,0,3221221376,10,10,0,0,0
17-10 13:46:48,0,0.063,99.937,0,0,690610176,65116356608,191033344,1238929408,0,32768,0,4,306,614,0,0,0,97,165,0,3221221376,10,10,0,0,0
17-10 13:46:49,0.062,0.062,99.875,0,0,690610176,65116356608,191033344,1238929408,0,0,0,0,425,622,0,0,0,84,143,0,3221221376,10,10,0,0,0
17-10 13:46:50,0,0.063,99.937,0,0,690610176,65116356608,191033344,1238929408,0,0,0,0,658,836,0,1,0,86,141,0,3221221376,10,10,0,0,0
17-10 13:46:51,0,0.063,99.937,0,0,690610176,65116356608,191033344,1238929408,0,0,0,0,640,614,0,0,0,101,177,0,3221221376,10,10,0,0,0
17-10 13:46:52,0.062,0.125,99.813,0,0,690610176,65116356608,191033344,1238929408,0,0,0,0,606,606,0,0,0,84,135,0,3221221376,10,10,0,0,0
17-10 13:46:53,0.125,0.188,99.625,0.063,0,691945472,65115021312,191033344,1238929408,0,425984,0,28,2188,1923,0,1,0,310,448,0,3221221376,10,10,0,1,0
17-10 13:46:54,0.188,0.188,99.625,0,0,691896320,65115070464,191033344,1238929408,0,0,0,0,366,630,0,0,0,106,169,0,3221221376,10,10,0,1,0
17-10 13:46:55,0,0.125,99.875,0,0,691896320,65115070464,191033344,1238929408,0,0,0,0,245,606,0,0,0,97,173,0,3221221376,10,10,0,1,0
17-10 13:46:56,0.125,0.125,99.750,0,0,690831360,65116135424,191033344,1238929408,0,0,0,0,558,672,0,0,0,161,276,0,3221221376,10,9,0,1,0
17-10 13:46:57,0.125,0.125,99.750,0,0,690823168,65116143616,191033344,1238929408,0,0,0,0,537,836,0,1,0,126,227,0,3221221376,10,9,0,1,0
17-10 13:46:58,0,0.062,99.875,0.062,0,690823168,65116143616,191033344,1238929408,0,638976,0,112,246,614,0,0,0,130,160,0,3221221376,10,9,0,1,0
17-10 13:46:59,0,0.063,99.937,0,0,690823168,65116143616,191033344,1238929408,0,0,0,0,305,622,0,0,0,99,179,0,3221221376,10,9,0,1,0
17-10 13:47:00,0.125,0.125,99.750,0,0,690823168,65116143616,191033344,1238929408,0,0,0,0,873,836,0,1,0,94,175,0,3221221376,10,9,0,1,0
17-10 13:47:01,0,0.063,99.937,0,0,690823168,65116143616,191033344,1238929408,0,0,0,0,365,614,0,0,0,80,138,0,3221221376,10,9,0,1,0
17-10 13:47:02,0,0.063,99.937,0,0,690823168,65116143616,191033344,1238929408,0,0,0,0,820,666,0,0,0,88,145,0,3221221376,10,9,0,1,0
17-10 13:47:03,0.125,0.062,99.813,0,0,690823168,65116143616,191033344,1238929408,0,0,0,0,1000,836,0,1,0,117,198,0,3221221376,10,9,0,1,0
